underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^SPX,2024-10-16,SPX,2024-10-18,200.000,C,0.0000,0.0000,0.0000,0.0000,0,5,5634.1000,5,5650.5000,5842.1800,5843.8500,0.0000,5843.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80,5632.2000,5,5649.2000,5841.7400,5843.0500,0.0000,47,
^SPX,2024-10-16,SPX,2024-10-18,200.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,4344,0.0500,5842.1800,5843.8500,0.0000,5843.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,5068,0.0500,5841.7400,5843.0500,0.0000,191,
^SPX,2024-10-16,SPX,2024-10-18,400.000,C,0.0000,0.0000,0.0000,0.0000,0,5,5434.2000,5,5450.6000,5842.1800,5843.8500,0.0000,5843.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80,5432.3000,5,5449.3000,5841.7400,5843.0500,0.0000,4,
^SPX,2024-10-16,SPX,2024-10-18,400.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,58,0.0500,5842.1800,5843.8500,0.0000,5843.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,439,0.0500,5841.7400,5843.0500,0.0000,1426,
^SPX,2024-10-16,SPX,2024-10-18,600.000,C,0.0000,0.0000,0.0000,0.0000,0,5,5234.3000,5,5250.7000,5842.1800,5843.8500,0.0000,5843.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80,5232.4000,5,5249.5000,5841.7400,5843.0500,0.0000,0,
^SPX,2024-10-16,SPX,2024-10-18,600.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,67,0.0500,5842.1800,5843.8500,0.0000,5843.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,452,0.0500,5841.7400,5843.0500,0.0000,1467,
^SPX,2024-10-16,SPX,2024-10-18,800.000,C,0.0000,0.0000,0.0000,0.0000,0,5,5034.1000,5,5050.8000,5842.1800,5843.8500,0.0000,5843.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80,5032.5000,5,5049.6000,5841.7400,5843.0500,0.0000,1,
^SPX,2024-10-16,SPX,2024-10-18,800.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,67,0.0500,5842.1800,5843.8500,0.0000,5843.0150,7.7757,-0.0000,0.0000,-0.0249,0.0006,-0.0000,0,0.0000,452,0.0500,5841.7400,5843.0500,0.0000,1677,
^SPX,2024-10-16,SPX,2024-10-18,1000.000,C,4832.0200,4832.0200,4832.0200,4832.0200,2000,20,4839.1000,35,4845.7000,5842.1800,5843.8500,0.0000,5843.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80,4832.7000,5,4849.7000,5841.7400,5843.0500,4832.0200,2217,
^SPX,2024-10-16,SPX,2024-10-18,1000.000,P,0.0300,0.0300,0.0300,0.0300,2000,0,0.0000,77,0.0500,5842.1800,5843.8500,0.0000,5843.0150,6.9072,-0.0000,0.0000,-0.0249,0.0006,-0.0000,0,0.0000,466,0.0500,5841.7400,5843.0500,0.0300,5131,
^SPX,2024-10-16,SPX,2024-10-18,1200.000,C,0.0000,0.0000,0.0000,0.0000,0,5,4634.5000,5,4651.0000,5842.1800,5843.8500,0.0000,5843.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80,4632.8000,5,4649.8000,5841.7400,5843.0500,0.0000,0,
^SPX,2024-10-16,SPX,2024-10-18,1200.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,105,0.0500,5842.1800,5843.8500,0.0000,5843.0150,6.1985,-0.0000,0.0000,-0.0249,0.0007,-0.0000,0,0.0000,865,0.0500,5841.7400,5843.0500,0.0000,606,
^SPX,2024-10-16,SPX,2024-10-18,1400.000,C,0.0000,0.0000,0.0000,0.0000,0,5,4434.3000,5,4451.1000,5842.1800,5843.8500,0.0000,5843.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80,4432.9000,5,4449.9000,5841.7400,5843.0500,0.0000,0,
^SPX,2024-10-16,SPX,2024-10-18,1400.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,105,0.0500,5842.1800,5843.8500,0.0000,5843.0150,5.6021,-0.0001,0.0000,-0.0249,0.0008,-0.0000,0,0.0000,866,0.0500,5841.7400,5843.0500,0.0000,1940,
